sample,orf,mapped_reads,amplicons,gRNA_count,sgRNA_HQ_count,sgRNA_LQ_count,sgRNA_LLQ_count,gRHPT,sgRPTg_HQ,sgRPTg_LQ,sgRPTg_LLQ,sgRPTg_ALL,sgRPHT_HQ,sgRPHT_LQ,sgRPHT_LLQ,sgRPHT_ALL
VA_GLA2_72,ORF8,158143,92|93|94|95,2366,1,0,7,1496.1142763195337,3.2679738562091503,0,17.683673476047293,20.951647332256442,0.6323390855112145,0,4.426373598578502,5.058712684089716
VA_GLA2_72,N,158143,93|94|95|96|97,3063,44,28,28,1936.8546189208503,85.12843966323912,59.49923729712942,60.34820772187519,204.97588468224373,27.822919762493438,17.70549439431401,17.70549439431401,63.23390855112145
VA_GLA2_72,N*,158143,96|97,1603,1,1,17,1013.6395540744769,2.100840336134454,0.8873114463176575,19.938410146667366,22.926561929119476,0.6323390855112145,0.6323390855112145,10.749764453690648,12.014442624713077
VA_GLA2_72,ORF10,158143,98,871,0,1,14,550.7673434802679,0,1.148105625717566,16.073478760045923,17.22158438576349,0,0.6323390855112145,8.852747197157004,9.485086282668219
VA_GLA1_24,ORF1a,260933,1|2|3|4|5|6,9755,2048,498,33,3738.5075862386134,14979.249796779732,3559.0143906402045,236.78774673548253,18775.051934155417,784.8758110319507,190.85359076851148,12.646924689479675,988.3763264899418
VA_GLA1_24,S,260933,71|72|73|75|77,12386,18,6,6,4746.812400118038,8.819321401333081,2.0073603211776514,2.0323831515027715,12.859064874013505,6.8983225578980045,2.299440852632668,2.299440852632668,11.49720426316334
VA_GLA1_24,ORF3a,260933,84|85|86|87|88|89,13925,15,3,14,5336.618978818317,15.564507503698795,2.4970443397587467,10.85917217404705,28.920724017504593,5.74860213158167,1.149720426316334,5.3653619894762254,12.263684547374229
VA_GLA1_24,E,260933,87|88|89|90,10878,11,3,130,4168.886265823027,6.882588367527434,2.2068446200633023,64.2354673542744,73.32490034186515,4.215641563159892,1.149720426316334,49.821218473707816,55.18658046318404
VA_GLA1_24,M,260933,87|88|89|90|91,11853,68,21,27,4542.545404375836,25.189160195651553,7.173140171692804,5.919862228660861,38.28216259600522,26.060329663170243,8.048042984214339,10.347483836847006,44.45585648423159
VA_GLA1_24,ORF6,260933,89|90|91|92|93,11793,8,4,16,4519.550995849509,4.165326609793357,1.418722786647315,11.900480338039184,17.484529734479857,3.0659211368435577,1.5329605684217789,6.131842273687115,10.730723978952451
VA_GLA1_24,ORF7a,260933,90|91|92|93|94|95,5421,21,11,30,2077.5448103536155,26.802586600537335,11.348813859218582,27.171539203220522,65.32293966297644,8.048042984214339,4.215641563159892,11.49720426316334,23.760888810537573
VA_GLA1_24,ORF8,260933,92|93|94|95,3150,3,1,8,1207.206447632151,6.509537316344754,0.8183306055646481,12.296669180836007,19.624537102745407,1.149720426316334,0.3832401421054447,3.0659211368435577,4.598881705265336
VA_GLA1_24,N,260933,93|94|95|96|97|98,5862,57,32,17,2246.553713022117,76.48056526058097,56.01383122451929,21.820509374008036,154.31490585910828,21.84468810001035,12.26368454737423,6.515082415792559,40.62345506317715
VA_GLA1_24,N*,260933,95|96|97,3665,0,0,28,1404.5751208164547,0,0,22.173176164551002,22.173176164551002,0,0,10.730723978952451,10.730723978952451
VA_GLA1_24,ORF10,260933,98,1130,0,0,6,433.0613605791525,0,0,5.3097345132743365,5.3097345132743365,0,0,2.299440852632668,2.299440852632668
VA_GLA1_48,ORF1a,260933,1|2|3|4|5|6,9755,2048,498,33,3738.5075862386134,14979.249796779732,3559.0143906402045,236.78774673548253,18775.051934155417,784.8758110319507,190.85359076851148,12.646924689479675,988.3763264899418
VA_GLA1_48,S,260933,71|72|73|75|77,12386,18,6,6,4746.812400118038,8.819321401333081,2.0073603211776514,2.0323831515027715,12.859064874013505,6.8983225578980045,2.299440852632668,2.299440852632668,11.49720426316334
VA_GLA1_48,ORF3a,260933,84|85|86|87|88|89,13925,15,3,14,5336.618978818317,15.564507503698795,2.4970443397587467,10.85917217404705,28.920724017504593,5.74860213158167,1.149720426316334,5.3653619894762254,12.263684547374229
VA_GLA1_48,E,260933,87|88|89|90,10878,11,3,130,4168.886265823027,6.882588367527434,2.2068446200633023,64.2354673542744,73.32490034186515,4.215641563159892,1.149720426316334,49.821218473707816,55.18658046318404
VA_GLA1_48,M,260933,87|88|89|90|91,11853,68,21,27,4542.545404375836,25.189160195651553,7.173140171692804,5.919862228660861,38.28216259600522,26.060329663170243,8.048042984214339,10.347483836847006,44.45585648423159
VA_GLA1_48,ORF6,260933,89|90|91|92|93,11793,8,4,16,4519.550995849509,4.165326609793357,1.418722786647315,11.900480338039184,17.484529734479857,3.0659211368435577,1.5329605684217789,6.131842273687115,10.730723978952451
VA_GLA1_48,ORF7a,260933,90|91|92|93|94|95,5421,21,11,30,2077.5448103536155,26.802586600537335,11.348813859218582,27.171539203220522,65.32293966297644,8.048042984214339,4.215641563159892,11.49720426316334,23.760888810537573
VA_GLA1_48,ORF8,260933,92|93|94|95,3150,3,1,8,1207.206447632151,6.509537316344754,0.8183306055646481,12.296669180836007,19.624537102745407,1.149720426316334,0.3832401421054447,3.0659211368435577,4.598881705265336
VA_GLA1_48,N,260933,93|94|95|96|97|98,5862,57,32,17,2246.553713022117,76.48056526058097,56.01383122451929,21.820509374008036,154.31490585910828,21.84468810001035,12.26368454737423,6.515082415792559,40.62345506317715
VA_GLA1_48,N*,260933,95|96|97,3665,0,0,28,1404.5751208164547,0,0,22.173176164551002,22.173176164551002,0,0,10.730723978952451,10.730723978952451
VA_GLA1_48,ORF10,260933,98,1130,0,0,6,433.0613605791525,0,0,5.3097345132743365,5.3097345132743365,0,0,2.299440852632668,2.299440852632668
VA_GLA1_72,ORF1a,210065,1|2|3|4|5,5464,1147,304,35,2601.0996596291625,15714.968821564493,4370.009249692827,545.6058383400416,20630.58390959736,546.0214695451409,144.71711137029016,16.66150953276367,707.4000904481948
VA_GLA1_72,S,210065,72|73,4893,19,5,14,2329.2790326803606,7.714865779381908,2.0202020202020203,5.704188284833446,15.439256084417375,9.044819460643135,2.3802156475376672,6.664603813105467,18.08963892128627
VA_GLA1_72,ORF3a,210065,84|85|86|87|88|89,11028,15,3,27,5249.803632209078,17.49985887063199,3.9453693515304247,28.28802626692521,49.73325448908763,7.140646942613001,1.4281293885226003,12.853164496703402,21.421940827839002
VA_GLA1_72,E,210065,87|88|89|91,8468,11,5,153,4031.133220669793,6.702814201095501,4.340983098690894,79.6868012905523,90.73059859033869,5.236474424582868,2.3802156475376672,72.83459881465261,80.45128888677314
VA_GLA1_72,M,210065,87|88|89|90|91,9516,125,38,25,4530.026420393689,43.43689463348846,10.296269983229667,10.108723203167985,63.84188781988611,59.50539118844167,18.08963892128627,11.901078237688335,89.49610834741628
VA_GLA1_72,ORF6,210065,89|90|91|92|93,9656,15,1,34,4596.672458524743,8.84546500992592,0.9541984732824427,34.78923036566711,44.58889384887547,7.140646942613001,0.4760431295075334,16.185466403256136,23.80215647537667
VA_GLA1_72,ORF7a,210065,90|91|92|93|94|95,4788,29,8,22,2279.29450408207,38.297918062005955,7.468362194099727,28.311106943180096,74.07738719928578,13.80525075571847,3.8083450360602673,10.472948849165736,28.086544640944474
VA_GLA1_72,ORF8,210065,92|93|95,2495,3,2,3,1187.7276081212958,3.522786725698566,2.6335551037545466,3.9758369829491773,10.132178812402291,1.4281293885226003,0.9520862590150668,1.4281293885226003,3.8083450360602678
VA_GLA1_72,N,210065,93|94|95|96|97|98,5056,90,24,18,2406.874062790089,137.24039099038737,33.07568818182937,28.67349033644056,198.9895695086573,42.843881655678004,11.425035108180802,8.568776331135602,62.83769309499441
VA_GLA1_72,N*,210065,95|96|97|98,4074,0,0,17,1939.3997096136914,0,0,18.035824487546336,18.035824487546336,0,0,8.09273320162807,8.09273320162807
VA_GLA1_72,ORF10,210065,98,1379,0,0,7,656.4634755908886,0,0,5.0761421319796955,5.0761421319796955,0,0,3.332301906552734,3.332301906552734
VA_PHE2_24,ORF1a,363008,1|2|3|4,9612,2637,656,45,2647.8755289139635,24572.415722237398,6094.503241543538,420.5607476635514,31087.47971144449,726.4302715091678,180.71227080394922,12.39642101551481,919.5389633286318
VA_PHE2_24,S,363008,73,3332,3,0,1,917.8861071932299,0.9003601440576231,0,0.3001200480192077,1.2004801920768309,0.8264280677009873,0,0.27547602256699577,1.101904090267983
VA_PHE2_24,ORF3a,363008,85|86|87,7497,6,1,3,2065.2437411847677,2.572203799897346,0.4323389537397319,1.2067490038612712,4.2112917574983495,1.6528561354019744,0.27547602256699577,0.8264280677009873,2.7547602256699575
VA_PHE2_24,E,363008,87|88|89,13347,6,0,78,3676.7784732016926,2.398805543805066,0,30.198372654819245,32.59717819862431,1.6528561354019744,0,21.48712976022567,23.139985895627646
VA_PHE2_24,M,363008,87|88|89,13347,34,8,2,3676.7784732016926,11.458113007228768,2.770083102493075,0.6925207756232687,14.920716885345112,9.366184767277856,2.203808180535966,0.5509520451339915,12.120944992947814
VA_PHE2_24,ORF6,363008,89,8023,3,0,3,2210.144129055007,0.37392496572354483,0,0.37392496572354483,0.7478499314470897,0.8264280677009873,0,0.8264280677009873,1.6528561354019746
VA_PHE2_24,ORF7a,363008,91|92|93,7430,7,4,5,2046.7868476727785,3.820912629590034,2.025138637204623,2.5106964108334324,8.35674767762809,1.9283321579689705,1.101904090267983,1.3773801128349787,4.407616361071932
VA_PHE2_24,ORF8,363008,92,2499,0,0,4,688.4145803949224,0,0,1.6006402561024409,1.6006402561024409,0,0,1.101904090267983,1.101904090267983
VA_PHE2_24,N,363008,93|94|95|96,12743,171,37,10,3510.390955571227,58.809505153466496,12.411739935239089,4.142476794210852,75.36372188291644,47.10639985895628,10.192612834978842,2.7547602256699575,60.05377291960508
VA_PHE2_24,N*,363008,96|97,7091,0,0,4,1953.400476022567,0,0,1.1342838712264394,1.1342838712264394,0,0,1.101904090267983,1.101904090267983
VA_PHE2_24,ORF10,363008,98,1921,0,0,12,529.1894393511989,0,0,6.246746486205101,6.246746486205101,0,0,3.3057122708039492,3.3057122708039492
VA_PHE2_48,ORF1a,201813,1|2|3|4|5,5483,1139,272,26,2716.871559314811,12482.601914191873,2929.197322005663,333.1942996176573,15744.993535815192,564.3838603063232,134.77823529703238,12.883213668098684,712.0453092714542
VA_PHE2_48,S,201813,71|72|73|75,7169,21,7,8,3552.2984148692103,8.546607172235722,2.8721528254193354,7.166990350037931,18.58575034769299,10.405672578079706,3.4685575260265686,3.964065744030364,17.83829584813664
VA_PHE2_48,ORF3a,201813,84|85|86|87|88,5060,9,1,13,2507.2715830992056,11.347245133103291,1.342281879194631,15.931542740212267,28.621069752510188,4.45957396203416,0.4955082180037955,6.441606834049342,11.396689014087297
VA_PHE2_48,E,201813,87|88|89|92,8218,4,6,94,4072.0865355551914,1.8779961649089167,5.124082270584063,54.48549391218174,61.487572347674714,1.982032872015182,2.973049308022773,46.57777249235677,51.53285467239473
VA_PHE2_48,M,201813,87|88|89|90|91,8719,67,28,20,4320.336152775093,32.67342457557903,11.449966579234612,6.460371819960861,50.5837629747745,33.1990506062543,13.874230104106275,9.91016436007591,56.98344507043649
VA_PHE2_48,ORF6,201813,89|90|91,7098,5,3,21,3517.117331390941,4.734380084607875,1.4960950211519688,20.537944952394948,26.768420058154792,2.4775410900189776,1.4865246540113866,10.405672578079706,14.36973832211007
VA_PHE2_48,ORF7a,201813,90|91|92|93|94|95|96,4228,29,12,16,2095.0087457200475,50.69921501346992,23.14364190966765,23.46137684196099,97.30423376509856,14.36973832211007,5.946098616045546,7.928131488060728,28.243968426216345
